Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
2182;6;Species phenology;Fisheries resources;FR;Increase in SST;SST;North;7.8;2.3;3.2;Pelagic;Central;Central (North)
2183;7;Trophic structure;Fisheries resources;FR;Increase in SST;SST;North;7.4;2.2;3.2;Pelagic;Central;Central (North)
2184;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in SST;SST;North;10.6;2.9;3.5;Pelagic;Central;Central (North)
2185;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in SST;SST;North;8.1;2.4;3.3;Pelagic;Central;Central (North)
2186;10;Presence of non-native species;Fisheries resources;FR;Increase in SST;SST;North;11.6;3;3.8;Pelagic;Central;Central (North)
2187;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2188;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2189;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2190;14;Efficiency of gears;Fishing operations;FO;Increase in SST;SST;North;2.2;1.3;1.7;Pelagic;Central;Central (North)
2191;15;Fishing trips/days at sea;Fishing operations;FO;Increase in SST;SST;North;3.6;1.5;2.3;Pelagic;Central;Central (North)
2192;16;Landing value;Communities and livelihoods;CL;Increase in SST;SST;North;6.6;2.2;3;Pelagic;Central;Central (North)
2193;17;Employment rate female;Communities and livelihoods;CL;Increase in SST;SST;North;2.6;1.4;1.6;Pelagic;Central;Central (North)
2194;18;Employment rate male;Communities and livelihoods;CL;Increase in SST;SST;North;2.8;1.5;1.7;Pelagic;Central;Central (North)
2195;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in SST;SST;North;4.2;1.7;2.3;Pelagic;Central;Central (North)
2196;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2197;21;Cultural and heritage;Communities and livelihoods;CL;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2198;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in SST;SST;North;7.9;2.4;3.2;Pelagic;Central;Central (North)
2199;23;Health issues;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2200;24;Food security;Wider society and economy implications;WS;Increase in SST;SST;North;1;1;1;Pelagic;Central;Central (North)
2201;25;Recreational fisheries;Wider society and economy implications;WS;Increase in SST;SST;North;5.4;2;2.4;Pelagic;Central;Central (North)
2202;26;National income;Wider society and economy implications;WS;Increase in SST;SST;North;3.8;1.7;2.2;Pelagic;Central;Central (North)
2203;27;Tourism activities;Wider society and economy implications;WS;Increase in SST;SST;North;5;1.9;2.6;Pelagic;Central;Central (North)
2204;1;Catches composition;Fisheries resources;FR;Increase in salinity;Sal;North;4.4;1.8;2.2;Pelagic;Central;Central (North)
2205;2;Species geographic distribution;Fisheries resources;FR;Increase in salinity;Sal;North;4.8;1.8;2.4;Pelagic;Central;Central (North)
2206;3;Species bathymetric distribution;Fisheries resources;FR;Increase in salinity;Sal;North;4.3;1.7;2.3;Pelagic;Central;Central (North)
2207;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in salinity;Sal;North;3.6;1.4;2.2;Pelagic;Central;Central (North)
2208;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in salinity;Sal;North;5.4;1.9;2.9;Pelagic;Central;Central (North)
2209;6;Species phenology;Fisheries resources;FR;Increase in salinity;Sal;North;3.6;1.6;2;Pelagic;Central;Central (North)
2210;7;Trophic structure;Fisheries resources;FR;Increase in salinity;Sal;North;4.6;1.8;2.2;Pelagic;Central;Central (North)
2211;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in salinity;Sal;North;6.8;2.2;3;Pelagic;Central;Central (North)
2212;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in salinity;Sal;North;5.9;2;2.7;Pelagic;Central;Central (North)
2213;10;Presence of non-native species;Fisheries resources;FR;Increase in salinity;Sal;North;3.4;1.6;1.9;Pelagic;Central;Central (North)
2214;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2215;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2216;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2217;14;Efficiency of gears;Fishing operations;FO;Increase in salinity;Sal;North;1.2;1;1.2;Pelagic;Central;Central (North)
2218;15;Fishing trips/days at sea;Fishing operations;FO;Increase in salinity;Sal;North;1.9;1.2;1.4;Pelagic;Central;Central (North)
2219;16;Landing value;Communities and livelihoods;CL;Increase in salinity;Sal;North;2.8;1.4;1.7;Pelagic;Central;Central (North)
2220;17;Employment rate female;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2221;18;Employment rate male;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2222;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in salinity;Sal;North;1.9;1.1;1.6;Pelagic;Central;Central (North)
2223;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2224;21;Cultural and heritage;Communities and livelihoods;CL;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2225;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in salinity;Sal;North;3.1;1.4;1.8;Pelagic;Central;Central (North)
2226;23;Health issues;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2227;24;Food security;Wider society and economy implications;WS;Increase in salinity;Sal;North;1;1;1;Pelagic;Central;Central (North)
2228;25;Recreational fisheries;Wider society and economy implications;WS;Increase in salinity;Sal;North;2;1.3;1.4;Pelagic;Central;Central (North)
2229;26;National income;Wider society and economy implications;WS;Increase in salinity;Sal;North;2.6;1.4;1.6;Pelagic;Central;Central (North)
2230;27;Tourism activities;Wider society and economy implications;WS;Increase in salinity;Sal;North;1.2;1;1.2;Pelagic;Central;Central (North)
2231;1;Catches composition;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;3.7;1.6;2.1;Pelagic;Central;Central (North)
2232;2;Species geographic distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;3.8;1.7;2.1;Pelagic;Central;Central (North)
2233;3;Species bathymetric distribution;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;5.1;2;2.6;Pelagic;Central;Central (North)
2234;4;Trends in abundance/biomass;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;6.7;2.4;2.7;Pelagic;Central;Central (North)
2235;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;6.4;2.2;2.6;Pelagic;Central;Central (North)
2236;6;Species phenology;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;4.3;1.8;2;Pelagic;Central;Central (North)
2237;7;Trophic structure;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2238;8;Life history traits (growth, reproduction);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;5.7;2.1;2.4;Pelagic;Central;Central (North)
2239;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Increase in frequency of heat waves;HW;North;4;1.7;2.3;Pelagic;Central;Central (North)
2240;10;Presence of non-native species;Fisheries resources;FR;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2241;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;North;4.9;1.9;2.1;Pelagic;Central;Central (North)
2242;12;Cost of post-harvesting (preservation);Fishing operations;FO;Increase in frequency of heat waves;HW;North;5.1;2;2.3;Pelagic;Central;Central (North)
2243;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2244;14;Efficiency of gears;Fishing operations;FO;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2245;15;Fishing trips/days at sea;Fishing operations;FO;Increase in frequency of heat waves;HW;North;3.8;1.8;1.9;Pelagic;Central;Central (North)
2246;16;Landing value;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;4.6;1.8;2.3;Pelagic;Central;Central (North)
2247;17;Employment rate female;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2248;18;Employment rate male;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2249;19;Contribution of fish products to food security;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;5.3;1.9;2.6;Pelagic;Central;Central (North)
2250;20;Safety of (coastal) communities;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;6.1;2.3;2.8;Pelagic;Central;Central (North)
2251;21;Cultural and heritage;Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2252;22;Market opportunities (non-native species);Communities and livelihoods;CL;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2253;23;Health issues;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;7.3;2.3;3.1;Pelagic;Central;Central (North)
2254;24;Food security;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;1;1;1;Pelagic;Central;Central (North)
2255;25;Recreational fisheries;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;4.2;1.8;2;Pelagic;Central;Central (North)
2256;26;National income;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;3.6;1.5;2.3;Pelagic;Central;Central (North)
2257;27;Tourism activities;Wider society and economy implications;WS;Increase in frequency of heat waves;HW;North;5;1.9;2.1;Pelagic;Central;Central (North)
2258;1;Catches composition;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;3.1;1.4;1.8;Pelagic;Central;Central (North)
2259;2;Species geographic distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;3.3;1.6;1.8;Pelagic;Central;Central (North)
2260;3;Species bathymetric distribution;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;2.8;1.3;1.9;Pelagic;Central;Central (North)
2261;4;Trends in abundance/biomass;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;3.6;1.6;2;Pelagic;Central;Central (North)
2262;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;3.2;1.4;1.8;Pelagic;Central;Central (North)
2263;6;Species phenology;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;1.8;1.2;1.3;Pelagic;Central;Central (North)
2264;7;Trophic structure;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;4.2;1.8;2;Pelagic;Central;Central (North)
2265;8;Life history traits (growth, reproduction);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;4;1.7;1.9;Pelagic;Central;Central (North)
2266;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Change in precipitation-runoff;PRE;North;3.6;1.6;1.9;Pelagic;Central;Central (North)
2267;10;Presence of non-native species;Fisheries resources;FR;Change in precipitation-runoff;PRE;North;4.2;1.7;2.1;Pelagic;Central;Central (North)
2268;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;North;1.8;1.1;1.4;Pelagic;Central;Central (North)
2269;12;Cost of post-harvesting (preservation);Fishing operations;FO;Change in precipitation-runoff;PRE;North;1;1;1;Pelagic;Central;Central (North)
2270;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Change in precipitation-runoff;PRE;North;1.6;1.1;1.3;Pelagic;Central;Central (North)
2271;14;Efficiency of gears;Fishing operations;FO;Change in precipitation-runoff;PRE;North;1.1;1;1.1;Pelagic;Central;Central (North)
2272;15;Fishing trips/days at sea;Fishing operations;FO;Change in precipitation-runoff;PRE;North;3.4;1.6;1.8;Pelagic;Central;Central (North)
2273;16;Landing value;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;2.2;1.3;1.4;Pelagic;Central;Central (North)
2274;17;Employment rate female;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;1;1;1;Pelagic;Central;Central (North)
2275;18;Employment rate male;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;1;1;1;Pelagic;Central;Central (North)
2276;19;Contribution of fish products to food security;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;2.7;1.4;1.7;Pelagic;Central;Central (North)
2277;20;Safety of (coastal) communities;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;3.7;1.7;2;Pelagic;Central;Central (North)
2278;21;Cultural and heritage;Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;3.1;1.5;1.8;Pelagic;Central;Central (North)
2279;22;Market opportunities (non-native species);Communities and livelihoods;CL;Change in precipitation-runoff;PRE;North;1;1;1;Pelagic;Central;Central (North)
2280;23;Health issues;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;4;1.8;2.1;Pelagic;Central;Central (North)
2281;24;Food security;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;1;1;1;Pelagic;Central;Central (North)
2282;25;Recreational fisheries;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;4.4;1.8;2.2;Pelagic;Central;Central (North)
2283;26;National income;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;2.8;1.4;1.8;Pelagic;Central;Central (North)
2284;27;Tourism activities;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;North;4.9;1.8;2.4;Pelagic;Central;Central (North)
2285;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2286;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2287;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2288;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;North;1.8;1.1;1.4;Pelagic;Central;Central (North)
2289;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2290;6;Species phenology;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2291;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2292;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2293;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;North;2.3;1.3;1.6;Pelagic;Central;Central (North)
2294;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2295;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2296;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2297;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;North;5.9;2;2.8;Pelagic;Central;Central (North)
2298;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2299;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2300;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2301;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2302;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2303;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2304;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;North;8.6;2.7;3.1;Pelagic;Central;Central (North)
2305;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;North;7.1;2.4;2.9;Pelagic;Central;Central (North)
2306;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2307;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;North;2.9;1.4;1.7;Pelagic;Central;Central (North)
2308;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Central;Central (North)
2309;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;North;2.8;1.3;1.8;Pelagic;Central;Central (North)
2310;26;National income;Wider society and economy implications;WS;Sea level rise;SL;North;3;1.4;1.9;Pelagic;Central;Central (North)
2311;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;North;3.8;1.5;2.4;Pelagic;Central;Central (North)
2312;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;North;7.9;2.6;3.1;Pelagic;Central;Central (North)
2313;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;7.9;2.6;3.1;Pelagic;Central;Central (North)
2314;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;7.1;2.4;2.9;Pelagic;Central;Central (North)
2315;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;North;7.8;2.6;3;Pelagic;Central;Central (North)
2316;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;North;8.7;2.7;3.2;Pelagic;Central;Central (North)
2317;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6.3;2.2;2.6;Pelagic;Central;Central (North)
2318;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;North;8.9;2.7;3.2;Pelagic;Central;Central (North)
2319;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;North;8.2;2.7;3;Pelagic;Central;Central (North)
2320;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;North;7.2;2.3;3.1;Pelagic;Central;Central (North)
2321;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;North;8.3;2.6;3.1;Pelagic;Central;Central (North)
2322;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2323;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2324;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2325;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;North;1.6;1.1;1.3;Pelagic;Central;Central (North)
2326;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;2;1.3;1.5;Pelagic;Central;Central (North)
2327;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;3;1.4;1.8;Pelagic;Central;Central (North)
2328;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2329;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2330;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;3.1;1.4;2;Pelagic;Central;Central (North)
2331;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2332;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2333;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;6;2;2.8;Pelagic;Central;Central (North)
2334;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2335;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Central;Central (North)
2336;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;4.4;1.7;2.7;Pelagic;Central;Central (North)
2337;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;4.7;2;2.3;Pelagic;Central;Central (North)
2338;27;Tourism activities;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1.8;1.2;1.3;Pelagic;Central;Central (North)
2339;1;Catches composition;Fisheries resources;FR;Extreme weather events;EXT;North;4.3;1.8;2.2;Pelagic;Central;Central (North)
2340;2;Species geographic distribution;Fisheries resources;FR;Extreme weather events;EXT;North;4.9;1.9;2.4;Pelagic;Central;Central (North)
2341;3;Species bathymetric distribution;Fisheries resources;FR;Extreme weather events;EXT;North;4.2;1.7;2.3;Pelagic;Central;Central (North)
2342;4;Trends in abundance/biomass;Fisheries resources;FR;Extreme weather events;EXT;North;5.4;2;2.6;Pelagic;Central;Central (North)
2343;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Extreme weather events;EXT;North;7.9;2.4;3;Pelagic;Central;Central (North)
2344;6;Species phenology;Fisheries resources;FR;Extreme weather events;EXT;North;4.3;1.7;2.1;Pelagic;Central;Central (North)
2345;7;Trophic structure;Fisheries resources;FR;Extreme weather events;EXT;North;5.3;2;2.3;Pelagic;Central;Central (North)
2346;8;Life history traits (growth, reproduction);Fisheries resources;FR;Extreme weather events;EXT;North;2.9;1.3;2;Pelagic;Central;Central (North)
2347;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Extreme weather events;EXT;North;3.2;1.4;2.1;Pelagic;Central;Central (North)
2348;10;Presence of non-native species;Fisheries resources;FR;Extreme weather events;EXT;North;3;1.4;1.9;Pelagic;Central;Central (North)
2349;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Extreme weather events;EXT;North;12.3;3.2;3.8;Pelagic;Central;Central (North)
2350;12;Cost of post-harvesting (preservation);Fishing operations;FO;Extreme weather events;EXT;North;3.4;1.7;1.8;Pelagic;Central;Central (North)
2351;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Extreme weather events;EXT;North;11;3;3.6;Pelagic;Central;Central (North)
2352;14;Efficiency of gears;Fishing operations;FO;Extreme weather events;EXT;North;5.3;2;2.4;Pelagic;Central;Central (North)
2353;15;Fishing trips/days at sea;Fishing operations;FO;Extreme weather events;EXT;North;11.4;3.1;3.6;Pelagic;Central;Central (North)
2354;16;Landing value;Communities and livelihoods;CL;Extreme weather events;EXT;North;5.8;2;2.9;Pelagic;Central;Central (North)
2355;17;Employment rate female;Communities and livelihoods;CL;Extreme weather events;EXT;North;5;2;2.3;Pelagic;Central;Central (North)
2356;18;Employment rate male;Communities and livelihoods;CL;Extreme weather events;EXT;North;4.3;1.8;2.3;Pelagic;Central;Central (North)
2357;19;Contribution of fish products to food security;Communities and livelihoods;CL;Extreme weather events;EXT;North;4.9;1.9;2.4;Pelagic;Central;Central (North)
2358;20;Safety of (coastal) communities;Communities and livelihoods;CL;Extreme weather events;EXT;North;11.3;3.1;3.6;Pelagic;Central;Central (North)
2359;21;Cultural and heritage;Communities and livelihoods;CL;Extreme weather events;EXT;North;5.8;2;2.7;Pelagic;Central;Central (North)
2360;22;Market opportunities (non-native species);Communities and livelihoods;CL;Extreme weather events;EXT;North;1;1;1;Pelagic;Central;Central (North)
2361;23;Health issues;Wider society and economy implications;WS;Extreme weather events;EXT;North;8.5;2.6;3.3;Pelagic;Central;Central (North)
2362;24;Food security;Wider society and economy implications;WS;Extreme weather events;EXT;North;1;1;1;Pelagic;Central;Central (North)
2363;25;Recreational fisheries;Wider society and economy implications;WS;Extreme weather events;EXT;North;7.2;2.3;3.1;Pelagic;Central;Central (North)
2364;26;National income;Wider society and economy implications;WS;Extreme weather events;EXT;North;5.9;2.1;2.7;Pelagic;Central;Central (North)
2365;27;Tourism activities;Wider society and economy implications;WS;Extreme weather events;EXT;North;7.8;2.5;3;Pelagic;Central;Central (North)
2366;1;Catches composition;Fisheries resources;FR;Mesoscale circulation;MC;North;8.1;2.4;3.2;Pelagic;Central;Central (North)
2367;2;Species geographic distribution;Fisheries resources;FR;Mesoscale circulation;MC;North;9.4;2.7;3.4;Pelagic;Central;Central (North)
2368;3;Species bathymetric distribution;Fisheries resources;FR;Mesoscale circulation;MC;North;5;1.9;2.6;Pelagic;Central;Central (North)
2369;4;Trends in abundance/biomass;Fisheries resources;FR;Mesoscale circulation;MC;North;8;2.6;3.1;Pelagic;Central;Central (North)
2370;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Mesoscale circulation;MC;North;8.4;2.6;3.1;Pelagic;Central;Central (North)
2371;6;Species phenology;Fisheries resources;FR;Mesoscale circulation;MC;North;5.7;2;2.6;Pelagic;Central;Central (North)
2372;7;Trophic structure;Fisheries resources;FR;Mesoscale circulation;MC;North;9.8;2.9;3.3;Pelagic;Central;Central (North)
2373;8;Life history traits (growth, reproduction);Fisheries resources;FR;Mesoscale circulation;MC;North;7.1;2.4;2.8;Pelagic;Central;Central (North)
2374;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Mesoscale circulation;MC;North;8;2.4;3.2;Pelagic;Central;Central (North)
2375;10;Presence of non-native species;Fisheries resources;FR;Mesoscale circulation;MC;North;8.2;2.6;3.2;Pelagic;Central;Central (North)
2376;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2377;12;Cost of post-harvesting (preservation);Fishing operations;FO;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2378;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2379;14;Efficiency of gears;Fishing operations;FO;Mesoscale circulation;MC;North;1.5;1.1;1.3;Pelagic;Central;Central (North)
2380;15;Fishing trips/days at sea;Fishing operations;FO;Mesoscale circulation;MC;North;3.2;1.4;2;Pelagic;Central;Central (North)
2381;16;Landing value;Communities and livelihoods;CL;Mesoscale circulation;MC;North;5.2;1.9;2.7;Pelagic;Central;Central (North)
2382;17;Employment rate female;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2383;18;Employment rate male;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2384;19;Contribution of fish products to food security;Communities and livelihoods;CL;Mesoscale circulation;MC;North;3.2;1.4;1.9;Pelagic;Central;Central (North)
2385;20;Safety of (coastal) communities;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2386;21;Cultural and heritage;Communities and livelihoods;CL;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2387;22;Market opportunities (non-native species);Communities and livelihoods;CL;Mesoscale circulation;MC;North;6.5;2.3;2.8;Pelagic;Central;Central (North)
2388;23;Health issues;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2389;24;Food security;Wider society and economy implications;WS;Mesoscale circulation;MC;North;1;1;1;Pelagic;Central;Central (North)
2390;25;Recreational fisheries;Wider society and economy implications;WS;Mesoscale circulation;MC;North;5.1;2;2.6;Pelagic;Central;Central (North)
